Time, in s	Altitude in m	Velocity in m/s
76	12329.4011246147	443.7698412698
76.1	12364.6949593536	444.9206349206
76.2	12399.9964240748	446.0317460317
76.3	12435.3084009379	447.1031746032
76.4	12470.6185519585	448.253968254
76.5	12505.8931026869	449.3650793651
76.6	12541.116902714	450.4365079365
76.7	12576.3571084746	451.5873015873
76.8	12611.761033839	452.6984126984
76.9	12647.4671129533	453.8095238095
77	12683.5245565924	454.9603174603
77.1	12719.92030454	456.0714285714
77.2	12756.6595954639	457.1825396825
77.3	12793.7562060179	458.373015873
77.4	12831.1569215449	459.5238095238
77.5	12868.7129237641	460.6349206349
77.6	12906.2647829469	461.7857142857
77.7	12943.7523030045	462.9365079365
77.8	12981.2283125419	464.0873015873
77.9	13018.7677287403	465.2777777778
78	13056.3460343471	466.4285714286
78.1	13093.8137996371	467.5396825397
78.2	13130.9877620645	468.7301587302
78.3	13167.8115615514	469.880952381
78.4	13204.3571553565	471.0317460317
78.5	13240.7705567124	472.1825396825
78.6	13277.233977826	473.3333333333
78.7	13314.0326514369	474.4444444444
78.8	13351.3771247822	475.6746031746
78.9	13389.2014238633	476.8650793651
79	13427.1603485379	478.0555555556
79.1	13464.9917356362	479.2857142857
79.2	13502.6049593279	480.5158730159
79.3	13540.0123405026	481.7063492064
79.4	13577.1674832975	482.9761904762
79.5	13614.1615128541	484.1666666667
79.6	13651.3379933236	485.3571428571
79.7	13689.1234426478	486.5873015873
79.8	13727.677150809	487.7777777778
79.9	13766.9221975927	488.9682539683
80	13806.6686988668	490.1984126984
80.1	13846.6957198041	491.3888888889
80.2	13886.703149544	492.5793650794
80.3	13926.3959155994	493.8095238095
80.4	13965.6519847164	495
80.5	14004.5073485987	496.1904761905
80.6	14043.0035877682	497.4206349206
80.7	14081.1181761546	498.6111111111
80.8	14118.8645033359	499.8015873016
80.9	14156.3602707155	501.0317460317
81	14193.7670898409	502.2222222222
81.1	14231.1687481788	503.4126984127
81.2	14268.6287066614	504.6428571429
81.3	14306.2634279671	505.8333333333
81.4	14344.2206616725	507.0238095238
81.5	14382.5947809604	508.253968254
81.6	14421.4138403628	509.4841269841
81.7	14460.6116800185	510.7142857143
81.8	14499.9964437094	511.9841269841
81.9	14539.3322961358	513.2142857143
82	14578.4909707918	514.4444444444
82.1	14617.5142519825	515.7142857143
82.2	14656.4911067722	516.9444444444
82.3	14695.4825883927	518.1349206349
82.4	14734.553489403	519.4047619048
82.5	14773.7800212578	520.6349206349
82.6	14813.1176421451	521.8650793651
82.7	14852.4184379496	523.1349206349
82.8	14891.5278056665	524.4047619048
82.9	14930.457017031	525.6746031746
83	14969.3764968975	526.9841269841
83.1	15008.5824142588	528.2142857143
83.2	15048.3182051535	529.4444444444
83.3	15088.6399136026	530.753968254
83.4	15129.3973063664	532.0238095238
83.5	15170.4095083522	533.253968254
83.6	15211.5071134296	534.5634920635
83.7	15252.5138911241	535.8333333333
83.8	15293.2294466651	537.1031746032
83.9	15333.5529393204	538.4126984127
84	15373.5180551064	539.6825396825
84.1	15413.1606321197	540.9523809524
84.2	15452.4824166129	542.2619047619
84.3	15491.5324674519	543.4920634921
84.4	15530.4589151527	544.7222222222
84.5	15569.4099956859	546.0317460317
84.6	15608.5593882807	547.3412698413
84.7	15648.1818940073	548.6111111111
84.8	15688.62825539	549.9206349206
84.9	15730.0106771904	551.2301587302
85	15771.9569551198	552.5396825397
85.1	15813.7700406649	553.8888888889
85.2	15855.0307825419	555.13516912
85.3	15895.7298241342	556.3747357752
85.4	15936.0194643193	557.6949133032
85.5	15975.8337209076	559.0113522992
85.6	16014.9889253739	560.2415110294
85.7	16053.544175747	561.5113522992
85.8	16091.7827647419	562.7811935691
85.9	16129.8550151911	564.1142784173
86	16167.9141815226	565.4540768415
86.1	16206.3747012394	566.7529469326
86.2	16245.7474981369	568.0158730159
86.3	16286.1048218473	569.4047619048
86.4	16327.2527506197	570.753968254
86.5	16369.2641093984	572.1031746032
86.6	16412.3329081384	573.4523809524
86.7	16456.1370223754	574.8015873016
86.8	16499.7447746782	576.1111111111
86.9	16542.3652099313	577.5
87	16584.0186309284	578.8492063492
87.1	16625.1599248351	580.1984126984
87.2	16666.049441338	581.5873015873
87.3	16706.7826473552	582.9365079365
87.4	16747.5291050132	584.2857142857
87.5	16788.515937135	585.6746031746
87.6	16829.9119162637	587.0238095238
87.7	16871.8367820305	588.373015873
87.8	16914.3293571573	589.7619047619
87.9	16957.171057352	591.1111111111
88	16999.8752508954	592.5
88.1	17042.0927551989	593.8888888889
88.2	17083.8717522134	595.2777777778
88.3	17125.5141293541	596.626984127
88.4	17167.29534057	598.0158730159
88.5	17209.4454578969	599.4047619048
88.6	17252.1163109043	600.7936507937
88.7	17295.3366631275	602.1825396825
88.8	17338.9965556033	603.5714285714
88.9	17382.8369886095	604.9603174603
89	17426.4726135686	606.4285714286
89.1	17469.4778710463	607.8571428571
89.2	17511.4649781919	609.246031746
89.3	17552.4940849587	610.6746031746
89.4	17593.2162315067	612.1031746032
89.5	17634.4027089781	613.5317460317
89.6	17676.4309766184	614.9603174603
89.7	17719.356540757	616.3492063492
89.8	17763.141500635	617.7380952381
89.9	17807.6642747104	619.2063492064
90	17852.559943787	620.6349206349
90.1	17897.1652855667	622.0634920635
90.2	17940.8743901167	623.4920634921
90.3	17983.5788056535	624.9206349206
90.4	18025.5900265418	626.3492063492
90.5	18067.3700708965	627.8174603175
90.6	18109.4436667639	629.246031746
90.7	18152.1018260699	630.6746031746
90.8	18195.3049432678	632.1428571429
90.9	18238.9119916287	633.6111111111
91	18282.826497163	635.0793650794
91.1	18326.9038883316	636.5476190476
91.2	18370.8381296912	637.9761904762
91.3	18414.2506589233	639.4047619048
91.4	18457.1685539776	640.873015873
91.5	18500.1382407153	642.3015873016
91.6	18543.6634847163	643.7301587302
91.7	18587.8453319782	645.2380952381
91.8	18632.520948121	646.746031746
91.9	18677.4832922107	648.253968254
92	18722.5482484214	649.8015873016
92.1	18767.5024913699	651.3095238095
92.2	18812.083089057	652.8174603175
92.3	18856.1886057232	654.3650793651
92.4	18900.0005424345	655.8333333333
92.5	18943.8130002369	657.3015873016
92.6	18987.9153887948	658.8095238095
92.7	19032.4889265044	660.3174603175
92.8	19077.4515185118	661.8253968254
92.9	19122.5480766258	663.373015873
93	19167.5107726212	664.880952381
93.1	19212.0855300086	666.3888888889
93.2	19256.1888983628	667.9365079365
93.3	19299.9980732493	669.4444444444
93.4	19343.8053971977	670.9126984127
93.5	19387.9198767276	672.4206349206
93.6	19432.5197114597	673.9285714286
93.7	19477.4527512378	675.4365079365
93.8	19522.4370580283	676.9841269841
93.9	19567.3984000515	678.5317460317
94	19612.4187158167	680.0793650794
94.1	19657.5080520935	681.6666666667
94.2	19702.6071828912	683.2142857143
94.3	19747.6282066586	684.7222222222
94.4	19792.5202492555	686.3095238095
94.5	19837.3886146687	687.8571428571
94.6	19882.3716985226	689.3650793651
94.7	19927.4722273029	690.9523809524
94.8	19972.5648356811	692.5
94.9	20017.541199935	694.0476190476
95	20062.5151204074	695.6746031746
95.1	20107.8244202706	697.2222222222
95.2	20153.6940616415	698.7698412698
95.3	20199.996453143	700.3968253968
95.4	20246.2993737337	701.9444444444
95.5	20292.1855700366	703.5317460317
95.6	20337.5225932923	705.1587301587
95.7	20382.4659736699	706.746031746
95.8	20427.3377447264	708.3333333333
95.9	20472.4821368704	709.9603174603
96	20518.1381845263	711.5476190476
96.1	20564.2741142601	713.1349206349
96.2	20610.7936542259	714.7619047619
96.3	20657.7326358099	716.3492063492
96.4	20705.064671526	717.8968253968
96.5	20752.5265163976	719.5238095238
96.6	20799.7102087603	721.1507936508
96.7	20846.2878932878	722.7380952381
96.8	20892.3900113989	724.4047619048
96.9	20938.4320998773	726.0317460317
97	20984.587659049	727.6587301587
97.1	21030.7766396373	729.3253968254
97.2	21076.9321398761	730.9523809524
97.3	21123.0673218846	732.5396825397
97.4	21169.2232467826	734.2063492064
97.5	21215.4140699726	735.8333333333
97.6	21261.5695965896	737.4206349206
97.7	21307.604952735	739.0873015873
97.8	21353.7039716291	740.753968254
97.9	21400.3026041965	742.380952381
98	21447.4974457849	744.0873015873
98.1	21494.8793274948	745.753968254
98.2	21542.1379983229	747.4206349206
98.3	21589.3506640023	749.126984127
98.4	21636.6959846592	750.7936507937
98.5	21684.024755147	752.4603174603
98.6	21730.8751349747	754.2063492064
98.7	21777.0570207863	755.873015873
98.8	21822.9454491382	757.5396825397
98.9	21869.1253883535	759.246031746
99	21915.9680401688	760.9523809524
99.1	21963.3015306333	762.619047619
99.2	22010.680340831	764.3253968254
99.3	22057.8935443165	765.9920634921
99.4	22105.0367104228	767.6587301587
99.5	22152.3650101953	769.3650793651
99.6	22199.9971058222	771.0317460317
99.7	22247.6314029838	772.6984126984
99.8	22294.9770102299	774.4444444444
99.9	22342.1351821032	776.1507936508
100	22389.2936238904	777.8571428571
100.1	22436.5944009955	779.6428571429
100.2	22484.0932152603	781.3888888889
100.3	22531.6640145919	783.0952380952
100.4	22579.320818803	784.8412698413
100.5	22627.3334741639	786.5476190476
100.6	22675.7293064835	788.253968254
100.7	22724.2667076512	790
100.8	22772.66707903	791.7063492064
100.9	22820.690373847	793.4126984127
101	22868.3413468936	795.1984126984
101.1	22915.8747791055	796.9444444444
101.2	22963.3941761451	798.6904761905
101.3	23011.0457906466	800.4761904762
101.4	23059.4849425553	802.2222222222
101.5	23109.3659608193	803.9682539683
101.6	23160.262339899	805.7936507937
101.7	23211.0152261807	807.5741912388
101.8	23260.7404636657	809.3735597362
101.9	23309.3111450764	811.1958296085
102	23357.1573847152	812.9815438942
102.1	23404.5383177379	814.76725818
102.2	23451.2988731242	816.5926550054
102.3	23497.7424414611	818.3386867514
102.4	23544.6433011374	820.0898923379
102.5	23592.5505181806	821.861952412
102.6	23641.6114408646	823.6507936508
102.7	23691.5321364993	825.4365079365
102.8	23741.6846230385	827.2619047619
102.9	23791.6967489697	829.0476190476
103	23841.6511594615	830.8333333333
103.1	23891.6808676217	832.6984126984
103.2	23941.7107391157	834.5238095238
103.3	23991.5797805435	836.3095238095
103.4	24041.5058840759	838.1349206349
103.5	24092.0878274343	839.9603174603
103.6	24143.288619674	841.7857142857
103.7	24194.2602109479	843.6836670324
103.8	24244.3809661796	845.5132385869
103.9	24293.6254892925	847.3306024087
104	24342.5463597729	849.2353643134
104.1	24391.7725357781	851.1004436785
104.2	24441.0987530724	852.9258405039
104.3	24490.0688361982	854.8306024087
104.4	24539.1259395991	856.7024909318
104.5	24588.9284248545	858.5633955678
104.6	24639.6602598286	860.4761904762
104.7	24690.8755520344	862.3412698413
104.8	24741.7152490063	864.2063492064
104.9	24791.8333232504	866.1507936508
105	24841.6883122656	868.0158730159
105.1	24891.5494738898	869.880952381
105.2	24941.5307993701	871.7857142857
105.3	24992.059645692	873.6904761905
105.4	25043.2468799695	875.5555555556
105.5	25094.6102909389	877.4603174603
105.6	25145.7727844739	879.3253968254
105.7	25196.7770069878	881.2301587302
105.8	25248.0826557134	883.1349206349
105.9	25300.0012301618	885.0396825397
106	25351.9172493213	886.9047619048
106.1	25403.2160995016	888.8492063492
106.2	25454.2244643131	890.7936507937
106.3	25505.4125695588	892.6984126984
106.4	25556.7620927256	894.6428571429
106.5	25607.8536787053	896.5873015873
106.6	25658.4348270974	898.4920634921
106.7	25709.0372211638	900.4761904762
106.8	25760.3877547723	902.4206349206
106.9	25812.5548360345	904.3253968254
107	25865.0482893733	906.3095238095
107.1	25917.5192671488	908.253968254
107.2	25969.9212629356	910.1587301587
107.3	26022.1345003343	912.1428571429
107.4	26074.0764590444	914.0873015873
107.5	26125.9155269719	916.0317460317
107.6	26177.8790754127	918.0555555556
107.7	26230.1020005151	920
107.8	26282.4182546099	921.9444444444
107.9	26334.8443692076	923.9682539683
108	26387.7536571196	925.9523809524
108.1	26441.1030465304	927.8968253968
108.2	26494.4446137018	929.880952381
108.3	26547.5671689848	931.8253968254
108.4	26600.7124817883	933.8095238095
108.5	26654.5340049583	935.8333333333
108.6	26709.1263421211	937.8174603175
108.7	26763.5034342092	939.7619047619
108.8	26817.0064013551	941.7857142857
108.9	26870.1423976255	943.7698412698
109	26923.4140651518	945.753968254
109.1	26976.4710588753	947.7777777778
109.2	27028.6923251118	949.7619047619
109.3	27079.8509090601	951.7063492064
109.4	27130.7856016134	953.7301587302
109.5	27182.8815980174	955.7142857143
109.6	27236.2012971451	957.6984126984
109.7	27289.7125340407	959.7222222222
109.8	27343.0909325697	961.7063492064
109.9	27396.4940234146	963.6904761905
110	27450.3571672558	965.753968254
110.1	27504.825234902	967.7777777778
110.2	27558.9902356888	969.8015873016
110.3	27612.2561247378	971.8650793651
110.4	27665.2094202319	973.8888888889
110.5	27718.5439213552	975.9126984127
110.6	27772.6456770467	977.9761904762
110.7	27827.2614987149	980.0396825397
110.8	27881.7486395044	982.0634920635
110.9	27936.2703894535	984.1666666667
111	27991.597489908	986.2301587302
111.1	28047.576137885	988.2936507937
111.2	28103.5186524889	990.3968253968
111.3	28159.2897759962	992.4603174603
111.4	28215.0992096688	994.4444444444
111.5	28271.0949962192	996.5476190476
111.6	28326.9410931226	998.5714285714
111.7	28381.9808949728	1000.5952380952
111.8	28436.4055595738	1002.6587301587
111.9	28490.8673051772	1004.7222222222
112	28545.450997069	1006.7857142857
112.1	28600.0019090223	1008.9285714286
112.2	28654.5481733091	1010.9920634921
112.3	28709.1244878111	1013.0555555556
112.4	28763.6020497534	1015.1587301587
112.5	28818.0481507121	1017.2619047619
112.6	28873.0147349563	1019.3253968254
112.7	28928.8605196364	1021.4285714286
112.8	28985.4704248506	1023.5317460318
112.9	29042.9206340554	1025.6349206349
113	29101.2027282825	1027.7777777778
113.1	29159.5933571667	1029.9206349206
113.2	29217.1881786772	1032.0574566179
113.3	29273.2260045701	1034.1796542459
113.4	29327.7747327041	1036.3225113888
113.5	29381.9198673515	1038.425685992
113.6	29436.1456099559	1040.5685431348
113.7	29490.3082054882	1042.7114002777
113.8	29545.2638919677	1044.8145748809
113.9	29601.8676641596	1046.9634674693
114	29659.8463209077	1049.126984127
114.1	29718.3212392622	1051.2301587302
114.2	29776.2618767709	1053.4126984127
114.3	29833.4047339138	1055.5555555556
114.4	29890.4606409674	1057.6587301587
114.5	29947.5965523181	1059.8412698413
114.6	30004.6768301278	1061.9444444445
114.7	30062.1751275374	1064.0476190476
114.8	30120.5800524774	1066.2698412699
114.9	30179.9568450811	1068.4523809524
115	30239.9426051384	1070.6349206349
115.1	30299.9908949602	1072.8968253968
115.2	30360.0747166446	1075.1190476191
115.3	30420.0640298881	1077.3412698413
115.4	30479.2920208878	1079.6428571429
115.5	30537.79043649	1081.8650793651
115.6	30596.2343287506	1084.0476190476
115.7	30654.9365668543	1086.3095238095
115.8	30713.6097145872	1088.5317460318
115.9	30771.4285439732	1090.7142857143
116	30828.5714011161	1092.9761904762
116.1	30886.390400377	1095.1984126984
116.2	30945.0633485425	1097.380952381
116.3	31003.7651814357	1099.6428571429
116.4	31062.2105480934	1101.8650793651
116.5	31120.708959463	1104.0476190476
116.6	31179.9300312335	1106.3095238095
116.7	31239.9294824312	1108.5317460318
116.8	31300.0340536313	1110.7142857143
116.9	31360.0057326117	1112.9761904762
117	31419.9918945875	1115.1984126984
117.1	31480.0013340197	1117.380952381
117.2	31540.0013651133	1119.6428571429
117.3	31599.9993954176	1121.8650793651
117.4	31659.999785068	1124.0476190476
117.5	31720.0000520961	1126.3095238095
117.6	31780.0005997428	1128.5317460318
117.7	31839.9995316792	1130.7142857143
117.8	31899.9973846553	1133.0158730159
117.9	31960.0054438546	1135.2380952381
118	32020.0053964134	1137.4603174603
118.1	32079.9674793561	1139.7619047619
118.2	32140.0229875677	1141.9841269841
118.3	32200.1366025076	1144.2063492064
118.4	32259.6307056568	1146.5079365079
118.5	32318.2824550386	1148.7301587302
118.6	32376.8161308343	1150.8754965137
118.7	32435.3351296535	1153.1354624102
118.8	32493.1641526978	1155.3400325305
118.9	32549.9600155615	1157.5931654034
119	32606.5775669937	1159.8153876256
119.1	32665.7546971236	1161.9979273082
119.2	32727.2771388586	1164.1804669907
119.3	32787.9510912396	1166.5192561913
119.4	32847.6608460506	1168.7434172789
119.5	32908.312225542	1170.9436090634
119.6	32970.8809264234	1173.2142857143
119.7	33034.2908935598	1175.5158730159
119.8	33095.7114176118	1177.7777777778
119.9	33155.3918026252	1180.1190476191
120	33216.1760841556	1182.4206349206
120.1	33278.8012686203	1184.6825396825
120.2	33342.3617431612	1187.0634920635
120.3	33405.7988140616	1189.3650793651
120.4	33468.6659790737	1191.626984127
120.5	33531.3353887835	1193.9682539683
120.6	33594.1851486203	1196.2698412699
120.7	33657.6679577035	1198.5317460318
120.8	33721.1890088761	1200.9126984127
120.9	33783.5959781099	1203.2142857143
121	33844.9355884519	1205.5158730159
121.1	33906.1681177776	1207.8968253968
121.2	33968.1802836874	1210.2380952381
121.3	34031.9100243969	1212.5396825397
121.4	34096.9986438852	1214.9206349206
121.5	34161.5996307018	1217.2611215695
121.6	34225.317437598	1219.6223204341
121.7	34288.352471664	1222.0032728151
121.8	34351.5477092926	1224.3445426563
121.9	34415.3468729769	1226.6858124976
122	34478.4340749398	1229.1064474182
122.1	34540.4240364824	1231.4873997992
122.2	34602.8766318268	1233.8294528329
122.3	34666.1518373806	1236.1904761905
122.4	34730.5383745629	1238.5714285714
122.5	34795.7686678406	1240.9523809524
122.6	34860.8899146409	1243.373015873
122.7	34925.9524218108	1245.753968254
122.8	34990.929198444	1248.1349206349
